TARGET_FID_12_13,Full_sesti,Codice_1
12654,SM4784,LUCA
12655,SM4632,LUCA
12655,SM4631,LUCA
12656,SM4626,LUCA
12656,SM4630A,LUCA
12656,SM4630,LUCA
12656,SM4624,LUCA
12656,SM4625,LUCA
12657,SM4623,LUCA
12658,SM4134,LUCA
12658,SM4132,LUCA
12658,SM4094,LUCA
12658,SM4100,LUCA
12658,SM4098B,LUCA
12658,SM4131A,LUCA
12658,SM4098A,LUCA
12658,SM4101C,LUCA
12658,SM4113,LUCA
12658,SM4112,LUCA
12658,SM4099,LUCA
12658,SM4133A,LUCA
12658,SM4139A,LUCA
12658,SM4136,LUCA
12658,SM4135,LUCA
12658,SM4131,LUCA
12658,SM4130A,LUCA
12658,SM4097,LUCA
12658,SM4096,LUCA
12658,SM4098,LUCA
12658,SM4095,LUCA
12658,SM4133,LUCA
12659,SM4156,LUCA
12659,SM4156A,LUCA
12659,SM4156B,LUCA
12660,SM4157,LUCA
12660,SM4158,LUCA
12661,SM4161,LUCA
12661,SM4159,LUCA
12663,SM4147,LUCA
12664,SM4146,LUCA
12664,SM4145,LUCA
12665,SM4152,LUCA
12665,SM4149,LUCA
12665,SM4148,LUCA
12665,SM4154,LUCA
12665,SM4150,LUCA
12665,SM4153,LUCA
12665,SM4155,LUCA
12666,SM4144,LUCA
12666,SM4143,LUCA
12668,SM4127,LUCA
12668,SM4128,LUCA
12668,SM4128A,LUCA
12668,SM4115A,LUCA
12669,SM4129,LUCA
12669,SM4128B,LUCA
12669,SM4115,LUCA
12669,SM4114A,LUCA
12670,SM4594,LUCA
12670,SM4595,LUCA
12670,SM4192,LUCA
12670,SM4194,LUCA
12670,SM4195,LUCA
12670,SM4594A,LUCA
12670,SM4593,LUCA
12670,SM4193,LUCA
12670,SM4593A,LUCA
12670,SM4589,LUCA
12670,SM4591,LUCA
12670,SM4192A,LUCA
12670,SM4590,LUCA
12670,SM4592,LUCA
12671,SM4599,LUCA
12671,SM4600A,LUCA
12671,SM4583,LUCA
12671,SM4585,LUCA
12671,SM4582,LUCA
12671,SM4586,LUCA
12671,SM4597A,LUCA
12671,SM4598,LUCA
12671,SM4599B,LUCA
12671,SM4584,LUCA
12671,SM4588,LUCA
12671,SM4597,LUCA
12671,SM4599A,LUCA
12671,SM4600,LUCA
12672,SM4738,LUCA
12672,SM4736,LUCA
12672,SM4737A,LUCA
12672,SM4737,LUCA
12673,SM4734,LUCA
12673,SM4740,LUCA
12673,SM4739,LUCA
12673,SM4735,LUCA
12674,SM4110,LUCA
12674,SM4111,LUCA
12674,SM4103,LUCA
12675,SM4102,LUCA
12675,SM4111A,LUCA
12675,SM4101A,LUCA
12676,SM4114,LUCA
12679,SM4269,LUCA
12679,SM4265,LUCA
12680,SM4268,LUCA
12680,SM4267A,LUCA
12680,SM4267,LUCA
12680,SM4267C,LUCA
12680,SM4267D,LUCA
12680,SM4267B,LUCA
12681,SM4280,LUCA
12682,SM4281,LUCA
12682,SM4281A,LUCA
12683,SM4484,LUCA
12683,SM4483,LUCA
12683,SM4482,LUCA
12684,SM4480A,LUCA
12684,SM4468,LUCA
12684,SM4439,LUCA
12684,SM4438,LUCA
12684,SM4481A,LUCA
12684,SM4436,LUCA
12684,SM4467,LUCA
12684,SM4478,LUCA
12684,SM4480,LUCA
12684,SM4441,LUCA
12684,SM4469,LUCA
12684,SM4480B,LUCA
12684,SM4470,LUCA
12684,SM4477,LUCA
12684,SM4440,LUCA
12684,SM4479,LUCA
12684,SM4481,LUCA
12684,SM4472,LUCA
12684,SM4471A,LUCA
12684,SM4471,LUCA
12684,SM4445,LUCA
12684,SM4443,LUCA
12684,SM4442,LUCA
12684,SM4435,LUCA
12684,SM4444,LUCA
12685,SM4427A,LUCA
12685,SM4428,LUCA
12685,SM4427,LUCA
12686,SM4454,LUCA
12686,SM4455,LUCA
12687,SM4460,LUCA
12687,SM4452,LUCA
12688,SM4461,LUCA
12688,SM4453,LUCA
12689,SM4459,LUCA
12690,SM4451,LUCA
12690,SM4462,LUCA
12691,SM4463,LUCA
12691,SM4449,LUCA
12691,SM4450,LUCA
12692,SM4447,LUCA
12692,SM4464,LUCA
12692,SM4448,LUCA
12693,SM4466,LUCA
12693,SM4446,LUCA
12694,SM4488,LUCA
12695,SM4515,LUCA
12696,SM4488C,LUCA
12696,SM4488B,LUCA
12697,SM4516,LUCA
12697,SM4517,LUCA
12698,SM4511,LUCA
12698,SM4513,LUCA
12698,SM4512,LUCA
12699,SM4697B,LUCA
12699,SM4697A,LUCA
12699,SM4697,LUCA
12700,SM4694,LUCA
12700,SM4698,LUCA
12700,SM4693,LUCA
12701,SM4377,LUCA
12701,SM4378,LUCA
12701,SM4374,LUCA
12702,SM4378A,LUCA
12702,SM4379A,LUCA
12702,SM4373,LUCA
12703,SM4379,LUCA
12703,SM4380,LUCA
12703,SM4372,LUCA
12704,SM4371,LUCA
12704,SM4381,LUCA
12705,SM4368,LUCA
12705,SM4370,LUCA
12705,SM4365,LUCA
12705,SM4367,LUCA
12705,SM4384,LUCA
12705,SM4382,LUCA
12705,SM4383,LUCA
12706,SM4324,LUCA
12707,SM4323,LUCA
12708,SM4322,LUCA
12708,SM4321,LUCA
12709,SM4349,LUCA
12709,SM4329C,LUCA
12709,SM4329A,LUCA
12710,SM4350,LUCA
12711,SM4351,LUCA
12713,SM4302,LUCA
12713,SM4300,LUCA
12713,SM4299,LUCA
12713,SM4301,LUCA
12714,SM4314,LUCA
12714,SM4312,LUCA
12714,SM4312B,LUCA
12714,SM4311,LUCA
12714,SM4313,LUCA
12714,SM4313A,LUCA
12715,SM1776A,MARC
12715,SM1776,MARC
12715,SM1779,MARC
12715,SM1777,MARC
12715,SM1771,MARC
12715,SM1770,MARC
12716,SM1807,MARC
12716,SM1788A,MARC
12716,SM1789,MARC
12716,SM1809,MARC
12716,SM1808,MARC
12717,SM1778,MARC
12717,SM1787,MARC
12717,SM1788,MARC
12720,SM1731,MARC
12720,SM1733,MARC
12720,SM1719E,MARC
12720,SM1732,MARC
12721,SM1734,MARC
12722,SM1735,MARC
12723,SM1730,MARC
12724,SM1154,MARC
12724,SM1164A,MARC
12724,SM1164,MARC
12724,SM1153,MARC
12725,SM1156,MARC
12725,SM1155,MARC
12725,SM1163,MARC
12726,SM1162,MARC
12726,SM1158,MARC
12726,SM1159,MARC
12726,SM1157,MARC
12727,SM1159A,MARC
12727,SM1161A,MARC
12727,SM1161,MARC
12727,SM1150A,MARC
12727,SM1160A,MARC
12727,SM1160,MARC
12727,SM1150,MARC
12728,SM1740,MARC
12728,SM1126,MARC
12728,SM1124,MARC
12728,SM1125,MARC
12730,SM1700,MARC
12730,SM1701,MARC
12730,SM1699,MARC
12731,SM1703,MARC
12731,SM1704,MARC
12731,SM1702,MARC
12732,SM1681,MARC
12733,SM1644,MARC
12733,SM1645,MARC
12733,SM1645A,MARC
12734,SM1650,MARC
12734,SM1652,MARC
12734,SM1651,MARC
12735,SM1636,MARC
12736,SM1680,MARC
12736,SM1671,MARC
12737,SM1668,MARC
12737,SM1666,MARC
12737,SM1683A,MARC
12737,SM1667,MARC
12738,SM1646,MARC
12740,SM1685A,MARC
12740,SM1707,MARC
12740,SM1685B,MARC
12741,SM1708,MARC
12741,SM1709,MARC
12741,SM1685,MARC
12743,SM1198,MARC
12743,SM1196,MARC
12743,SM1168,MARC
12743,SM1197,MARC
12744,SM1687,MARC
12744,SM1687A,MARC
12745,SM1659E,MARC
12745,SM1627A,MARC
12745,SM1628,MARC
12745,SM1659A,MARC
12745,SM1630,MARC
12745,SM1659B,MARC
12745,SM1659F,MARC
12745,SM1659D,MARC
12745,SM1659C,MARC
12745,SM1628A,MARC
12746,SM1606,MARC
12746,SM1594,MARC
12747,SM1606A,MARC
12748,SM1560,MARC
12749,SM1590,MARC
12749,SM1573,MARC
12749,SM1591,MARC
12749,SM1574,MARC
12749,SM1572,MARC
12750,SM1592,MARC
12751,SM1606B,MARC
12751,SM1621,MARC
12751,SM1622,MARC
12751,SM1623,MARC
12751,SM1559,MARC
12752,SM1532,MARC
12752,SM1533,MARC
12753,SM1530,MARC
12753,SM1531,MARC
12754,SM1579,MARC
12754,SM1580,MARC
12754,SM1578,MARC
12754,SM1581,MARC
12755,SM1577,MARC
12755,SM1581A,MARC
12755,SM1582,MARC
12756,SM1517,MARC
12756,SM1516,MARC
12757,SM1518,MARC
12759,SM1520A,MARC
12759,SM1519,MARC
12760,SM1274,MARC
12760,SM1275,MARC
12761,SM1270,MARC
12761,SM1273,MARC
12761,SM1291,MARC
12761,SM1286,MARC
12761,SM1272,MARC
12761,SM1283,MARC
12761,SM1282,MARC
12761,SM1284,MARC
12761,SM1271,MARC
12761,SM1290,MARC
12761,SM1269,MARC
12761,SM1287,MARC
12761,SM1289,MARC
12762,SM1552,MARC
12762,SM1550,MARC
12763,SM1265A,MARC
12763,SM1265,MARC
12763,SM1266,MARC
12763,SM1264,MARC
12764,SM1263,MARC
12766,SM1511,MARC
12766,SM1512,MARC
12766,SM1510,MARC
12767,SM1513,MARC
12767,SM1514,MARC
12767,SM1514A,MARC
12767,SM1513A,MARC
12768,SM1545,MARC
12769,SM1523,MARC
12769,SM1520,MARC
12769,SM1521,MARC
12769,SM1522,MARC
12772,SM1281B,MARC
12772,SM1279,MARC
12772,SM1278,MARC
12772,SM1276,MARC
12772,SM1281,MARC
12772,SM1262,MARC
12772,SM1281A,MARC
12772,SM1280,MARC
12772,SM1261,MARC
12772,SM1281C,MARC
12773,SM1248,MARC
12773,SM1307,MARC
12773,SM1306,MARC
12774,SM1304,MARC
12774,SM1302,MARC
12774,SM1305,MARC
12775,SM1340,MARC
12775,SM1338,MARC
12775,SM1339,MARC
12776,SM1341,MARC
12776,SM1340A,MARC
12777,SM1313,MARC
12777,SM1311,MARC
12777,SM1312A,MARC
12777,SM1312B,MARC
12777,SM1312,MARC
12777,SM1243,MARC
12778,SM2055,MOIS
12778,SM2056,MOIS
12778,SM2055A,MOIS
12779,SM2052,MOIS
12779,SM2052A,MOIS
12779,SM2052B,MOIS
12779,SM2054,MOIS
12779,SM2053,MOIS
12779,SM2052C,MOIS
12780,SM2019,MOIS
12780,SM2020,MOIS
12780,SM2383,MOIS
12781,SM2018,MOIS
12782,SM2017,MOIS
12782,SM2016A,MOIS
12783,SM2013A,MOIS
12783,SM2014,MOIS
12783,SM2013,MOIS
12784,SM2016,MOIS
12784,SM2015A,MOIS
12784,SM2015,MOIS
12787,SM2001,FANT
12787,SM2002,FANT
12788,SM1994A,FANT
12788,SM1994C,FANT
12788,SM1994,FANT
12788,SM1994B,FANT
12789,SM1995,FANT
12789,SM1994D,FANT
12791,SM1987,FANT
12791,SM1850,FANT
12791,SM1988,FANT
12791,SM1849,FANT
12792,SM1852,FANT
12792,SM1986,FANT
12792,SM1851,FANT
12793,SM1991,FANT
12793,SM1993,FANT
12793,SM1990,FANT
12793,SM1992,FANT
12794,SM1998,FANT
12794,SM1997,FANT
12795,SM1999,FANT
12796,SM1864,FANT
12796,SM1865,FANT
12796,SM1863,FANT
12797,SM1869,FANT
12798,SM1881,FANT
12798,SM1880,FANT
12799,SM4140,LUCA
12799,SM4137,LUCA
12799,SM4142,LUCA
12799,SM4163A,LUCA
12799,SM4138A,LUCA
12799,SM4138,LUCA
12799,SM4139,LUCA
12799,SM4165,LUCA
12799,SM4141,LUCA
12799,SM4167,LUCA
12799,SM4168,LUCA
12800,SM4069,LUCA
12800,SM4068,LUCA
12800,SM4070,LUCA
12800,SM4067,LUCA
12801,SM4071,LUCA
12801,SM4072,LUCA
12802,SM4062A,LUCA
12802,SM4073,LUCA
12802,SM4074,LUCA
12803,SM4076,LUCA
12803,SM4075,LUCA
12804,SM4077,LUCA
12804,SM4078,LUCA
12805,SM4080,LUCA
12805,SM4079,LUCA
12806,SM4082,LUCA
12806,SM4081,LUCA
12807,SM4052,LUCA
12807,SM4059,LUCA
12807,SM4051,LUCA
12807,SM4058,LUCA
12807,SM4059A,LUCA
12808,SM4053A,LUCA
12808,SM4053,LUCA
12809,SM4054,LUCA
12809,SM4055,LUCA
12810,SM4084,LUCA
12810,SM4083,LUCA
12811,SM4086,LUCA
12811,SM4085,LUCA
12812,SM4091,LUCA
12812,SM4092,LUCA
12812,SM4093,LUCA
12814,SM4023,LUCA
12814,SM4024,LUCA
12814,SM4023A,LUCA
12814,SM4025,LUCA
12814,SM4026,LUCA
12816,SP1178,SILV
12816,SP1198,SILV
12816,SP1179,SILV
12816,SP1177,SILV
12817,SP1109,SILV
12817,SP1110,SILV
12817,SP1115,SILV
12818,SP1206,SILV
12818,SP1207,SILV
12819,SP1379,MELO
12820,SP1425A,MELO
12820,SP1383,MELO
12820,SP1383A,MELO
12820,SP1423,MELO
12820,SP1426,MELO
12820,SP1425,MELO
12820,SP1424,MELO
12820,SP1384,MELO
12820,SP1385,MELO
12821,SP1454,MELO
12822,SP1449C,MELO
12823,SP1459,MELO
12823,SP1459A,MELO
12824,SP1419A,MELO
12824,SP1418,MELO
12824,SP1419,MELO
12825,SP1971,POLO
12825,SP1976,POLO
12825,SP1975,POLO
12825,SP1974,POLO
12825,SP1972,POLO
12825,SP1973,POLO
12825,SP1970,POLO
12826,SP1994,POLO
12826,SP1988,POLO
12826,SP1988A,POLO
12826,SP1987,POLO
12826,SP1993,POLO
12826,SP1992,POLO
12826,SP1991,POLO
12826,SP1990,POLO
12826,SP1993A,POLO
12826,SP1989,POLO
12827,SP1996,POLO
12827,SP1986,POLO
12827,SP1995,POLO
12828,SP1999,POLO
12828,SP2000A,POLO
12828,SP2000,POLO
12828,SP1985,POLO
12828,SP1984,POLO
12829,SP1997A,POLO
12829,SP1997,POLO
12829,SP1998,POLO
12829,SP1985A,POLO
12830,SP2002,POLO
12830,SP2003,POLO
12830,SP2001,POLO
12831,SP2059,POLO
12831,SP2058,POLO
12831,SP2061,POLO
12831,SP2062,POLO
12832,SP2076,POLO
12832,SP2077A,POLO
12832,SP2077,POLO
12833,SP2066,POLO
12833,SP2051,POLO
12833,SP2065,POLO
12833,SP2067,POLO
12834,SP2069A,POLO
12834,SP2068,POLO
12836,SP2083,POLO
12838,SP2740A,NOMB
12838,SP2740,NOMB
12838,SP2739,NOMB
12838,SP2740B,NOMB
12839,SP2738,NOMB
12839,SP2734C,NOMB
12840,SP2734A,NOMB
12841,SP2735,NOMB
12841,SP2736B,NOMB
12841,SP2736,NOMB
12842,SP2691,NOMB
12842,SP2681,NOMB
12842,SP2692,NOMB
12842,SP2682,NOMB
12843,SP2690,NOMB
12843,SP2689,NOMB
12844,SP2687,NOMB
12844,SP2688,NOMB
12844,SP2686,NOMB
12845,SP2705,NOMB
12845,SP2705C,NOMB
12845,SP2704,NOMB
12846,SP2757B,NOMB
12848,SP2709,NOMB
12848,SP2711,NOMB
12848,SP2709A,NOMB
12848,SP2710,NOMB
12849,SP2758,NOMB
12849,SP2764,NOMB
12849,SP2758A,NOMB
12850,SP2760,NOMB
12850,SP2759,NOMB
12850,SP2762,NOMB
12850,SP2761,NOMB
12850,SP2763,NOMB
12853,SP2767,NOMB
12854,SP2767A,NOMB
12854,SP2768B,NOMB
12854,SP2768,NOMB
12854,SP2768C,NOMB
12855,SP2770,NOMB
12855,SP2771,NOMB
12856,SP2768A,NOMB
12856,SP2769,NOMB
12857,SP2802,
12857,SP2801,NOMB
12859,SP2800,NOMB
12863,SP2876,FRAR
12863,SP2874,FRAR
12863,SP2873,FRAR
12863,SP2875,FRAR
12865,SP2878,FRAR
12865,SP2877,FRAR
12866,SM3976A,ANZO
12867,SM3977,ANZO
12870,SM3948,ANZO
12871,SM3946,ANZO
12871,SM3947,ANZO
12872,SM3940,ANZO
12873,SM3941,ANZO
12874,SM3943,ANZO
12874,SM3942,ANZO
12876,SM3945,ANZO
12876,SM3944,ANZO
12878,SM3979,ANZO
12880,SM3976,ANZO
12880,SM3975B,ANZO
12881,SM3979E,ANZO
12882,SM3975,ANZO
12882,SM3975A,ANZO
12883,SM3993,ANZO
12883,SM3993A,ANZO
12884,SM3969,ANZO
12885,SM3966,ANZO
12885,SM3968,ANZO
12885,SM3967,ANZO
12886,SM3960,ANZO
12886,SM3961,ANZO
12887,SM3763,ANZO
12887,SM3959,ANZO
12888,SM3964,ANZO
12888,SM3963,ANZO
12889,SM3962,ANZO
12889,SM3962A,ANZO
12889,SM3963A,ANZO
12890,SM3992,ANZO
12890,SM3991,ANZO
12891,SM3994A,ANZO
12891,SM3994,ANZO
12891,SM3994B,ANZO
12892,SM3779,ANZO
12892,SM3921,ANZO
12892,SM3920,ANZO
12892,SM3920A,ANZO
12892,SM3957A,ANZO
12892,SM3957,ANZO
12892,SM3958,ANZO
12893,SM3982,ANZO
12893,SM3984B,ANZO
12894,SM3981A,ANZO
12895,SM3997C,ANZO
12895,SM3997B,ANZO
12895,SM3997A,ANZO
12896,SM3989,ANZO
12896,SM3988,ANZO
12896,SM3987,ANZO
12896,SM3987A,ANZO
12897,SM4011A,ANZO
12897,SM4008,ANZO
12897,SM4009,ANZO
12897,SM4011,ANZO
12897,SM4007,ANZO
12897,SM4011B,ANZO
12897,SM4012,ANZO
12897,SM4010,ANZO
12899,SM3998,ANZO
12899,SM3999,ANZO
12899,SM3999A,ANZO
12901,SM3727,ANZO
12901,SM3727A,ANZO
12901,SM3726,ANZO
12902,SM3703,ANZO
12902,SM3710,ANZO
12902,SM3711,ANZO
12902,SM3704,ANZO
12902,SM3709,ANZO
12903,SM3707,ANZO
12903,SM3708,ANZO
12904,SM3700A,ANZO
12905,SM3699C,ANZO
12905,SM3700,ANZO
12906,SM3668,ANZO
12906,SM3667,ANZO
12907,SM3669,ANZO
12908,SM3670,ANZO
12909,SM3677,ANZO
12909,SM3682,ANZO
12909,SM3681,ANZO
12909,SM3678,ANZO
12909,SM3676,ANZO
12910,SM3673,ANZO
12910,SM3671,ANZO
12910,SM3672,ANZO
12911,SM3675,ANZO
12911,SM3674,ANZO
12912,SM3794,ANZO
12913,SM3793,ANZO
12913,SM3793A,ANZO
12913,SM3792,ANZO
12913,SM3791A,ANZO
12915,SM3787,ANZO
12916,SM3788,ANZO
12916,SM3784,ANZO
12916,SM3788A,ANZO
12917,SM3635,ANZO
12917,SM3634,ANZO
12918,SM3633,ANZO
12919,SM3632,ANZO
12919,SM3631,ANZO
12919,SM3630,ANZO
12920,SM3608,ANZO
12920,SM3663,ANZO
12920,SM3609,ANZO
12920,SM3662,ANZO
12920,SM3608A,ANZO
12921,SM3897,ANZO
12921,SM3898,ANZO
12922,SM3900,ANZO
12922,SM3899,ANZO
12923,SM3902,ANZO
12923,SM3902A,ANZO
12923,SM3901,ANZO
12923,SM3901A,ANZO
12924,SM3908,ANZO
12924,SM3919,ANZO
12924,SM3906A,ANZO
12924,SM3907,ANZO
12925,SM3906,ANZO
12926,SM3857,GARZ
12926,SM3858,GARZ
12928,SM3864,GARZ
12929,SM3865,GARZ
12931,SM3870,GARZ
12931,SM3863A,GARZ
12932,SM3911,ANZO
12932,SM3910A,ANZO
12932,SM3912,ANZO
12933,SM3914,ANZO
12933,SM3913,ANZO
12934,SM3917,ANZO
12934,SM3915,ANZO
12934,SM3918,ANZO
12934,SM3916,ANZO
12935,SM3809,ANZO
12935,SM3808,ANZO
12935,SM3810,ANZO
12936,SM3811,ANZO
12936,SM3812,ANZO
12936,SM3813A,ANZO
12937,SM3814,ANZO
12937,SM3813,ANZO
12938,SM3566,ANZO
12938,SM3566A,ANZO
12938,SM3565,ANZO
12938,SM3564,ANZO
12939,SM3566B,ANZO
12940,SM3896,GARZ
12940,SM3895A,GARZ
12940,SM3895,GARZ
12941,SM3894A,GARZ
12941,SM3894,GARZ
12942,SM3483,GARZ
12943,SM3485,GARZ
12943,SM3484,GARZ
12944,SM3515,STEF
12945,SM3514,STEF
12945,SM3512,STEF
12945,SM3513,STEF
12946,SM3511,STEF
12947,SM3510,STEF
12947,SM3509,STEF
12947,SM3508,STEF
12948,SM3824,
12950,SM3523,STEF
12951,SM3856,GARZ
12951,SM3847,GARZ
12951,SM3856A,GARZ
12952,SM3855,GARZ
12953,SM3425,STEF
12954,SM3424,STEF
12955,SM3423,STEF
12956,SM3421,STEF
12956,SM3422,STEF
12956,SM3482,STEF
12957,SM3401,STEF
12957,SM3407C,STEF
12958,SM3403,STEF
12958,SM3407A,STEF
12958,SM3402,STEF
12958,SM3407B,STEF
12959,SM3404,STEF
12960,SM3407,STEF
12960,SM3405,STEF
12960,SM3406,STEF
12961,SM3350,STEF
12961,SM3349,STEF
12963,SM3298,STEF
12964,SM3302,STEF
12964,SM3303,STEF
12964,SM3299,STEF
12964,SM3300,STEF
12964,SM3301,STEF
12965,SM3313,STEF
12965,SM3312,STEF
12965,SM3311,STEF
12966,SM3314,STEF
12967,SM3355,STEF
12968,SM3354,STEF
12968,SM3354A,STEF
12969,SM3345,STEF
12971,SM3342,STEF
12971,SM3344,STEF
12971,SM3343,STEF
12972,SM3331,STEF
12972,SM3332,STEF
12973,SM3330A,STEF
12974,SM3278,STEF
12975,SM3277,STEF
12975,SM3296,STEF
12975,SM3297,STEF
12976,SM3290,STEF
12976,SM3291,STEF
12978,SM3288,STEF
12978,SM3287,STEF
12979,SM3289,STEF
12980,SM3284,STEF
12980,SM3283,STEF
12980,SM3282A,STEF
12981,SM3279,STEF
12982,SM3256,STEF
12982,SM3258A,STEF
12982,SM3258,STEF
12982,SM3258B,STEF
12982,SM3257,STEF
12982,SM3260,STEF
12983,SM3211A,STEF
12984,SM3220,STEF
12985,SM3208,STEF
12986,SM3224,STEF
12987,SM3207,STEF
12988,SM3225,STEF
12989,SM3226,STEF
12990,SM3226A,STEF
12991,SM3187,STEF
12991,SM3186,STEF
12992,SM3185A,STEF
12992,SM3188A,STEF
12992,SM3188,STEF
12992,SM3186A,STEF
12993,SM3189A,STEF
12994,SM3184,STEF
12994,SM3189,STEF
12995,SM3181,STEF
12995,SM3190,STEF
12995,SM3182,STEF
12996,SM3191,STEF
12997,SM3193,STEF
12997,SM3192,STEF
12997,SM3180,STEF
12998,SM3179,STEF
12998,SM3195,STEF
12998,SM3194,STEF
12999,SM3195B,STEF
12999,SM3195A,STEF
13000,SM3081,STEF
13000,SM3197,STEF
13000,SM3196,STEF
13001,SM3170C,STEF
13001,SM3170,STEF
13002,SM3171,STEF
13002,SM3172,STEF
13003,SM3174,STEF
13003,SM3173,STEF
13004,SM3176,STEF
13004,SM3175,STEF
13005,SM3177,STEF
13005,SM3178,STEF
13006,SM3093,STEF
13007,SM3092A,STEF
13008,SM3008,STEF
13008,SM3020,STEF
13008,SM3009,STEF
13009,SM3007,STEF
13009,SM3006,STEF
13009,SM3005,STEF
13010,SM3004A,STEF
13010,SM3003,STEF
13010,SM3004,STEF
13011,SM3015,STEF
13012,SM3012,STEF
13012,SM3013,STEF
13012,SM3014,STEF
13013,SM3028,STEF
13013,SM3023,STEF
13014,SM3027,STEF
13014,SM3024,STEF
13014,SM3024A,STEF
13015,SM3026,STEF
13015,SM3025A,STEF
13015,SM3025,STEF
13016,DD1100,TROV
13016,DD1099,TROV
13018,DD1101,TROV
13019,SM3035,STEF
13019,SM3034,STEF
13020,SC393,MAGG
13020,SC394,MAGG
13020,SC380,MAGG
13020,SC382A,MAGG
13020,SC381,MAGG
13022,SC383A,MAGG
13022,SC392,MAGG
13022,SC391,MAGG
13022,SC382,MAGG
13022,SC383,MAGG
13023,DD1144,TROV
13023,DD1145,TROV
13025,DD1119,TROV
13026,SC353C,MAGG
13026,SC353B,MAGG
13026,SC353A,MAGG
13027,SM2977A,STEF
13027,SM2978,STEF
13028,DD1120,TROV
13028,DD1120B,TROV
13030,SM2979,STEF
13030,SM2979A,STEF
13032,DD3520,MALC
13032,DD3520A,MALC
13033,SM2980,STEF
13035,DD3520C,MALC
13035,DD3522,MALC
13035,DD3521A,MALC
13036,SM3041A,STEF
13036,SM3041,STEF
13037,DD1092,TROV
13038,DD3487A,RAGU
13038,DD3487,RAGU
13039,DD1090,TROV
13040,SM3070,STEF
13040,SM3071,STEF
13041,DD3488,RAGU
13042,DD1091,TROV
13044,SM3069,STEF
13045,DD1104,TROV
13047,SM3061,STEF
13047,SM3060,STEF
13047,SM3058,STEF
13047,SM3059,STEF
13047,SM3056,STEF
13047,SM3057,STEF
13047,SM3054A,STEF
13047,SM3055,STEF
13048,DD1105,TROV
13050,SM3047,STEF
13053,SM3048,STEF
13053,SM3050,STEF
13053,SM3049,STEF
13055,DD2719A,BARN
13055,DD2719,BARN
13056,SM2920,DUCA
13057,DD2688B,BARN
13057,DD2688,BARN
13057,DD2688A,BARN
13059,SM2917A,DUCA
13059,SM2919A,DUCA
13059,SM2917,DUCA
13059,SM2919,DUCA
13059,SM2918,DUCA
13060,DD2686,BARN
13060,DD2687,BARN
13063,SM2915A,DUCA
13063,SM2915,DUCA
13063,SM2916,DUCA
13067,SM2914A,DUCA
13070,DD2643A,BARN
13077,SM2928,DUCA
13088,CS1,ELEN
13098,CS833,ISEP
13098,CS834,ISEP
13099,CS831,ISEP
13099,CS832,ISEP
13101,CS800A,ISEP
13101,CS802,ISEP
13102,CS803A,ISEP
13102,CS800B,ISEP
13103,CS785A,ISEP
13103,CS787A,ISEP
13103,CS784,ISEP
13103,CS784A,ISEP
13103,CS785,ISEP
13103,CS787,ISEP
13103,CS787B,ISEP
13107,CS714,ANA
13107,CS715,ANA
13108,CS716,ANA
13108,CS717,ANA
13109,CS718,ANA
13109,CS719,ANA
13110,CS720,ANA
13110,CS721,ANA
13111,CS741,ANA
13112,CS742,ANA
13113,CS744,ANA
13114,CS746,ANA
13115,CS758,ANA
13116,CS757A,ANA
13116,CS757,ANA
13117,CS773,ANA
13118,CS775,ANA
13118,CS774,ANA
13119,CS618,ANA
13120,CS617,ANA
13121,CS913,ANA
13121,CS912,ANA
13122,CS910,ANA
13122,CS911,ANA
13123,CS908,ANA
13123,CS909,ANA
13124,CS907,ANA
13124,CS906,ANA
13125,CS928,ANA
13125,CS927,ANA
13126,CS929,ANA
13126,CS930,ANA
13126,CS905,ANA
13127,CS948,ANA
13128,CS949,ANA
13129,CS950,ANA
13129,CS951,ANA
13130,CS952,ANA
13131,CS1062A,ANA
13131,CS1061,ANA
13131,CS1097,ANA
13132,CS1098,ANA
13132,CS1060,ANA
13133,CS1107,ANA
13134,CS1109,ANA
13134,CS1108,ANA
13135,CS1110,ANA
13135,CS1111,ANA
13136,CS1064,ANA
13137,CS1063,ANA
13137,CS1094,ANA
13138,CS1177,ANA
13138,CS1178,ANA
13138,CS1156,ANA
13138,CS1176,ANA
13139,CS1158,ANA
13139,CS1174,ANA
13139,CS1175,ANA
13140,CS1172,ANA
13140,CS1171,ANA
13140,CS1161,ANA
13141,CS1164,ANA
13141,CS1162A,ANA
13141,CS1166,ANA
13142,CS1169A,ANA
13142,CS1168,ANA
13142,CS1167,ANA
13143,CS1247,ANA
13143,CS1233,ANA
13143,CS1232,ANA
13144,CS1235,ANA
13144,CS1246A,ANA
13144,CS1234,ANA
13145,CS1229,ANA
13146,CS1231,ANA
13146,CS1230,ANA
13147,CS1154,ANA
13147,CS1155,ANA
13148,CS1152,ANA
13148,CS1153,ANA
13149,CS1151,ANA
13149,CS1150,ANA
13150,CS1149A,ANA
13150,CS1149,ANA
13151,CS1147,ANA
13151,CS1148,ANA
13152,CS1035,ANA
13152,CS1034,ANA
13152,CS1036,ANA
13153,CS1037,ANA
13153,CS1033,ANA
13153,CS1038,ANA
13154,CS1032A,ANA
13154,CS1040A,ANA
13154,CS1032,ANA
13154,CS1040,ANA
13155,CS1041A,ANA
13155,CS1030,ANA
13155,CS1042,ANA
13155,CS1041,ANA
13155,CS1031,ANA
13158,CS1017,ANA
13160,CS514A,ANA
13160,CS515,ANA
